,age,job,marital,education,default,housing,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration,y_pred,y_proba
23272,57,Retired,married,Basic,unknown,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,57,0,0.26587830836
11247,28,Unskilled,married,Mid,no,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,419,0,0.250603219939
10436,54,Service,married,Degree,unknown,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,71,0,0.250646736379
29102,53,Unskilled,married,Mid,no,no,yes,0,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,26,0,0.155134898934
25126,41,Service,married,Degree,no,no,no,1,3,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,190,1,0.511037051111
29537,50,Unskilled,married,Mid,no,no,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,98,1,0.603513752252
648,36,Service,married,Mid,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,284,0,0.190158762076
19638,41,Professional,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,314,0,0.302307325623
6491,35,Professional,married,Degree,no,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,136,0,0.230746011759
17498,26,Unskilled,single,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,246,0,0.268008050392
19943,34,Service,divorced,Mid,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,178,0,0.237693985243
19223,46,Service,married,Mid,no,unknown,unknown,1,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,251,0,0.229757837758
10012,43,Unskilled,married,Mid,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,93,0,0.200596393291
31716,47,Professional,married,Degree,unknown,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,72,1,0.500795724373
27517,31,Service,single,Degree,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,36,1,0.501628520586
13040,43,Unskilled,divorced,Mid,unknown,no,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,141,0,0.199811897728
7981,35,Service,single,Degree,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,87,0,0.339279714299
22413,46,Service,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,306,0,0.318025106319
2207,31,Unskilled,single,Mid,unknown,yes,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,93,0,0.14362325006
31053,52,Professional,divorced,Degree,no,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1,451,0,0.341078230925
19482,30,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,287,0,0.368392113549
11198,49,Service,married,Mid,no,no,yes,0,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,374,0,0.259453056892
19412,48,Service,married,Mid,unknown,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,562,0,0.218747321287
34928,41,Professional,divorced,unknown,no,no,no,0,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,64,0,0.184274587326
39738,28,Service,single,Degree,no,no,no,1,2,2,success,-1.8,93.876,-40.0,0.697,5008.7,1,135,1,0.971973780987
9568,46,Professional,divorced,Mid,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,217,0,0.217280275786
26668,39,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,124,0,0.342496769735
36776,22,Service,single,Degree,no,yes,no,1,4,1,failure,-2.9,92.963,-40.8,1.268,5076.2,1,163,1,0.726586823609
38468,26,Service,married,Mid,no,yes,yes,1,2,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,0,183,1,0.850992630684
239,43,Professional,married,Degree,unknown,no,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,213,0,0.153510496075
22088,56,Retired,married,Basic,unknown,no,yes,1,4,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,278,0,0.210867519626
5233,47,Unskilled,divorced,Mid,unknown,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,567,0,0.125679277207
32976,32,Service,single,Mid,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,148,1,0.576010557797
15988,58,Retired,married,Degree,unknown,no,no,0,8,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,44,0,0.117818369506
2342,42,Service,married,Basic,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,705,0,0.280954137681
25893,48,Service,divorced,Basic,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,134,0,0.425287986976
14117,43,Service,married,Mid,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,231,0,0.393350979141
37547,43,Professional,married,Mid,no,yes,no,1,1,2,failure,-2.9,92.201,-31.4,0.869,5076.2,0,180,1,0.522675556454
31114,38,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,100,1,0.575009481711
2294,51,Unemployed,married,Mid,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,1386,0,0.170067637087
29708,40,Professional,single,Degree,no,yes,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,379,1,0.615004910388
40967,34,Student,single,Degree,no,yes,no,0,1,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,0,6,1,0.782368005586
2949,43,Unskilled,married,Mid,no,no,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,335,0,0.21380575723
40618,20,Unskilled,single,Basic,no,no,no,0,1,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,36,1,0.60002759378
35395,45,Professional,divorced,Degree,no,no,no,0,4,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,462,0,0.217174552079
3693,37,Service,single,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,912,0,0.264430216751
31386,51,Unskilled,married,Mid,unknown,yes,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,220,0,0.420696937692
43,57,Service,married,Degree,no,no,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,212,0,0.287491190079
38374,36,Professional,married,Basic,no,yes,no,1,3,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,109,1,0.842124360717
21783,39,Professional,divorced,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,649,0,0.257181458807
2672,33,Service,single,Mid,no,unknown,unknown,0,4,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,137,0,0.159231457796
36380,37,Unemployed,single,Degree,no,no,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,100,1,0.855931007199
17980,47,Retired,married,Degree,no,no,no,0,10,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,863,0,0.148877784112
26729,42,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,230,0,0.440424857056
40775,25,Student,single,Mid,no,no,no,0,1,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1,185,1,0.73296724171
26937,41,Unskilled,married,Basic,no,yes,no,0,6,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,713,0,0.147391171962
6813,36,Professional,married,Degree,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,386,0,0.248275448519
312,36,Service,married,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,108,0,0.265427947621
22877,33,Service,married,Degree,no,yes,no,1,5,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,422,0,0.307992913744
26447,34,Service,married,Degree,no,no,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,96,1,0.521876684886
18879,47,Professional,married,Degree,no,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,216,0,0.27156392955
11242,52,Service,divorced,Mid,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,83,0,0.263753254146
33616,47,Service,divorced,Degree,unknown,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,130,0,0.479790776727
31579,39,Service,single,Degree,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,189,1,0.636832723636
23838,38,Service,divorced,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,109,0,0.302322267368
8450,31,Unskilled,single,Mid,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,187,0,0.188718869073
16233,41,Unskilled,divorced,unknown,no,yes,no,1,7,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,242,0,0.204199413328
10353,31,Professional,single,Mid,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,1248,0,0.237345548096
38806,29,Service,single,Degree,no,no,no,1,1,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,122,1,0.979242066272
31828,39,Professional,married,Degree,no,yes,no,1,1,1,success,-1.8,92.893,-46.2,1.327,5099.1,0,156,1,0.859539050269
28680,40,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,283,1,0.52583872292
16332,20,Student,single,Mid,no,yes,yes,1,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,136,0,0.410504034815
40241,31,Student,single,Degree,no,yes,yes,1,2,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,1,350,1,0.937780339658
2571,44,Unskilled,married,unknown,unknown,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,73,0,0.141134076028
9391,47,Retired,married,Basic,unknown,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,63,0,0.27055649856
26360,30,Service,married,Degree,unknown,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,157,0,0.429122855276
15311,37,Service,married,Degree,no,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,74,0,0.39908065005
19580,50,Service,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,88,0,0.359476098289
21024,55,Service,divorced,Degree,no,no,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,388,0,0.270441679048
39732,46,Unskilled,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,1,410,1,0.88301739447
831,44,Service,married,Mid,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,83,0,0.255165961446
1850,32,Service,single,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,188,0,0.299439995002
5174,55,Retired,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,924,0,0.319497759838
10612,36,Service,single,Degree,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,49,0,0.356937019421
116,52,Service,divorced,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,247,0,0.256942910035
26882,30,Service,single,Mid,no,no,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,180,0,0.453714860404
14054,41,Service,single,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,1180,0,0.440173928239
30596,51,Service,married,Degree,no,yes,no,1,4,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,8,1,0.61773599981
399,42,Unskilled,married,Mid,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,199,0,0.180379271036
21715,31,Service,single,Degree,no,yes,no,1,9,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,290,0,0.247584668084
13608,29,Service,single,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,292,0,0.452103105513
32394,35,Unskilled,married,Mid,no,no,no,1,6,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,25,0,0.300984483127
37195,74,Retired,married,Mid,no,no,no,1,1,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,135,1,0.789530553078
27461,37,Service,single,Mid,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,103,0,0.448455262045
40255,34,Service,single,Degree,no,yes,yes,0,1,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,0,4,1,0.746120087539
13101,45,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,95,0,0.463281984257
17339,50,Professional,divorced,Degree,no,no,no,1,6,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,60,0,0.275746567481
17607,49,Unskilled,divorced,Basic,unknown,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,1065,0,0.216331929345
5045,38,Unskilled,single,Mid,unknown,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,158,0,0.152638632266
15992,28,Service,single,Mid,no,no,no,1,14,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,72,0,0.225759612428
28818,36,Professional,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,211,1,0.644901678255
20168,37,Service,single,Degree,no,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,149,0,0.31013092348
21763,32,Service,married,Mid,no,yes,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,125,0,0.275137743474
14836,41,Unskilled,single,Basic,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,142,0,0.366324552975
20809,31,Service,married,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,109,0,0.3348974975
26248,56,Unskilled,married,Mid,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,86,0,0.45006450524
5172,58,Service,divorced,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,293,0,0.266271693754
23033,38,Service,married,Degree,no,no,no,1,5,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,85,0,0.314002470191
3988,45,Unskilled,married,unknown,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,943,0,0.174612721179
36760,38,Service,married,Degree,no,yes,no,1,4,1,success,-2.9,92.963,-40.8,1.286,5076.2,1,993,1,0.963441047789
2828,31,Unskilled,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,180,0,0.246414369684
18576,29,Service,single,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,150,0,0.431353456616
21165,35,Service,married,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,70,0,0.350100069416
41143,29,Service,single,Degree,no,no,yes,1,1,2,success,-1.1,94.767,-50.8,1.04,4963.6,0,127,1,0.97138219362
38150,55,Unemployed,married,Degree,no,yes,yes,1,1,0,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,0,585,1,0.834256739718
21965,58,Service,divorced,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,329,0,0.298868080737
2725,33,Unskilled,married,Mid,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,110,0,0.197942344468
32248,38,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,98,1,0.566913903739
10838,32,Service,married,Degree,no,unknown,unknown,0,3,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,164,0,0.246214642166
12783,43,Service,married,Degree,no,yes,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,152,0,0.413739573425
34831,30,Professional,single,Mid,no,yes,no,1,4,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,253,0,0.480868581303
39135,66,Retired,married,Degree,no,no,yes,1,1,2,failure,-1.8,93.369,-34.8,0.655,5008.7,1,525,1,0.719145586537
39406,27,Service,single,Degree,no,no,no,1,3,1,failure,-1.8,93.749,-34.6,0.638,5008.7,0,127,1,0.775490124475
13506,28,Service,single,Degree,no,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,93,0,0.403152409402
10229,38,Service,married,Degree,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,757,0,0.35898853356
39321,27,Service,single,unknown,no,yes,no,1,3,2,success,-1.8,93.369,-34.8,0.639,5008.7,1,247,1,0.927798260952
22776,29,Service,single,Degree,unknown,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,48,0,0.269440657003
30397,24,Service,single,Degree,no,yes,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,342,1,0.666165021923
24082,47,Service,married,Degree,no,no,yes,0,1,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,0,23,0,0.23524049883
22055,30,Service,married,Degree,no,yes,yes,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,37,0,0.291847218794
9793,21,Service,single,Degree,no,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,54,0,0.315594921592
15433,42,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,287,0,0.4621947849
3530,35,Service,married,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,371,0,0.305747543916
10854,25,Service,single,Degree,no,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,185,0,0.316742598108
18335,44,Service,divorced,Mid,no,yes,yes,1,11,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,75,0,0.185327219288
37266,54,Unemployed,married,Degree,no,no,no,0,3,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,122,0,0.437278898892
6224,59,Professional,married,Degree,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,217,0,0.190328112196
37387,66,Retired,married,Mid,no,yes,no,1,2,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,340,1,0.773275478978
5040,38,Unskilled,married,Basic,unknown,yes,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,72,0,0.146510492689
23113,54,Service,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,119,0,0.346127065107
10917,56,Unskilled,married,Basic,unknown,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,36,0,0.191526330116
27485,45,Service,divorced,Degree,no,no,yes,1,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,59,0,0.418939545329
2448,27,Service,single,Degree,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,194,0,0.254108314507
40646,35,Professional,single,Degree,no,yes,yes,1,1,1,failure,-1.1,94.199,-37.5,0.881,4963.6,0,179,1,0.672001563213
34280,34,Service,married,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,30,0,0.455088525034
22367,50,Service,married,unknown,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,794,0,0.283594387939
36588,30,Service,single,Degree,no,yes,no,1,1,2,success,-2.9,92.963,-40.8,1.26,5076.2,0,106,1,0.969785296982
13664,27,Service,single,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,252,0,0.4460699714
15888,37,Service,single,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,291,0,0.395192445035
7122,41,Unskilled,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,665,0,0.292197632636
35460,44,Service,married,Mid,no,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,144,1,0.573930301654
38789,29,Student,single,Degree,no,yes,no,0,2,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,124,1,0.822376079617
21257,31,Service,single,Mid,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,52,0,0.29527743593
19302,31,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,547,0,0.363550116293
23617,39,Service,married,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,86,0,0.351178923387
2740,51,Service,married,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,114,0,0.277202532978
32308,43,Unskilled,married,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,254,1,0.573786540816
3378,58,Retired,divorced,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,30,0,0.288977158148
15711,35,Professional,divorced,Mid,no,no,no,1,6,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,53,0,0.230587615486
27655,56,Service,single,Mid,no,yes,yes,1,4,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,12,0,0.37553966259
31702,43,Unskilled,married,Basic,unknown,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,625,0,0.474605401111
15101,50,Unskilled,married,unknown,unknown,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,114,0,0.254441018859
27256,37,Professional,married,Degree,no,no,no,1,7,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,18,0,0.382503249822
35551,41,Service,single,Mid,no,yes,no,1,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,108,0,0.376131487104
24315,38,Service,married,Mid,no,yes,no,0,2,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,435,0,0.203613043491
20129,45,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,237,0,0.372561010782
9693,30,Unskilled,single,Basic,no,no,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,17,0,0.236235995466
35252,29,Unskilled,divorced,Mid,no,no,no,1,2,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,199,0,0.290805847731
14803,49,Retired,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,555,0,0.453148046618
9687,45,Service,married,Mid,no,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,222,0,0.293864321293
25319,54,Retired,married,Mid,unknown,yes,no,1,3,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,121,0,0.397472642479
14173,30,Service,married,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,467,0,0.427689837003
29297,37,Service,married,Mid,no,yes,yes,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,398,1,0.599475541113
26006,42,Professional,single,Degree,no,no,no,1,4,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,238,0,0.421268635297
8147,56,Professional,married,Basic,unknown,yes,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,197,0,0.163874144164
15978,25,Service,single,Mid,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,322,0,0.381979208767
26311,30,Service,single,Mid,no,no,no,1,2,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,106,0,0.268698829534
36303,47,Professional,married,Degree,no,yes,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,352,1,0.859580591433
17588,39,Service,divorced,Mid,no,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,58,0,0.286766609184
35070,41,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,239,1,0.565607909944
5908,33,Service,married,Degree,no,yes,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,349,0,0.279157519151
37064,42,Service,single,Degree,no,yes,yes,1,1,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,122,1,0.79812144116
3245,27,Service,single,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,144,0,0.184644399701
35093,24,Service,single,Mid,no,no,no,1,4,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,576,0,0.347558893954
15368,29,Service,single,Mid,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,567,0,0.398005822727
35647,41,Unskilled,divorced,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,380,0,0.494713201714
11532,31,Unskilled,married,Basic,no,no,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,1573,0,0.245105811375
5535,42,Service,single,Degree,no,yes,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,422,0,0.259572987979
2213,56,Service,married,Mid,no,yes,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,197,0,0.218000296424
40598,43,Unemployed,married,Mid,no,no,no,1,2,1,success,-1.1,94.199,-37.5,0.883,4963.6,1,270,1,0.950034433348
37333,35,Professional,married,Degree,no,yes,no,0,1,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,88,0,0.269783524335
959,44,Unskilled,married,Basic,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,171,0,0.239175706455
618,37,Service,married,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,304,0,0.306205244035
22916,46,Unskilled,married,Basic,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,251,0,0.27021130394
4308,31,Service,married,Mid,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,110,0,0.202562423823
39920,33,Professional,single,Degree,no,yes,no,1,2,3,failure,-1.7,94.055,-39.8,0.739,4991.6,0,442,1,0.783169349216
31284,51,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,451,0,0.469796073982
10591,53,Professional,married,Degree,unknown,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,68,0,0.239541811808
36979,46,Service,divorced,Mid,no,yes,no,0,1,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1,176,0,0.474312932091
27903,45,Service,single,Degree,no,yes,yes,1,2,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,0,143,1,0.532605463953
