,age,job,marital,education,default,housing,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,y_proba
7678,30,Service,single,Mid,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.1
33315,35,Unskilled,single,Mid,no,no,no,0,5,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0
31591,32,Service,married,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
6496,25,Professional,single,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
17324,47,Service,divorced,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
10020,54,Unskilled,divorced,unknown,no,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.1
29744,25,Professional,divorced,Degree,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1.0
23512,41,Service,divorced,Degree,no,yes,no,1,6,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.2
32665,31,Service,single,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,1,0.0
18389,29,Service,married,Mid,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.5
33612,55,Unskilled,divorced,Mid,no,no,no,1,3,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.1
8897,41,Professional,married,unknown,unknown,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.0
37530,62,Retired,married,Degree,unknown,no,no,1,2,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.3
19936,34,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
17737,54,Unskilled,divorced,Basic,no,unknown,unknown,1,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.2
16380,31,Unskilled,single,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
13290,32,Service,single,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
37581,63,Retired,divorced,Basic,no,yes,no,1,2,1,success,-2.9,92.201,-31.4,0.869,5076.2,0,0.7
36729,25,Service,divorced,Degree,no,no,no,1,2,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,0,0.8
36040,35,Professional,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.2
30861,34,Service,married,Mid,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.0
39772,56,Unemployed,married,Mid,no,no,no,1,1,1,failure,-1.8,93.876,-40.0,0.701,5008.7,1,0.4
14791,55,Professional,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.0
18365,37,Unskilled,divorced,Mid,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.2
21599,40,Professional,married,Degree,unknown,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.2
18403,52,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0
27341,35,Professional,married,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.1
29151,31,Service,single,Mid,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.1
12745,46,Unskilled,married,Basic,unknown,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
38554,30,Service,married,Degree,no,yes,yes,1,2,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.2
16270,35,Service,single,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.04
24348,31,Unskilled,married,Mid,no,no,yes,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0
13330,56,Unskilled,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
8908,31,Unskilled,divorced,Mid,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.0
12163,27,Unemployed,married,Mid,unknown,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0,0.1
23923,44,Service,single,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.2
28825,45,Service,single,Degree,no,no,no,1,3,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,0.4
10079,33,Unskilled,divorced,Mid,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.0
32973,43,Unskilled,married,Mid,no,yes,no,1,6,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.4
16817,49,Service,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
21410,44,Unskilled,married,Mid,unknown,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.1
578,46,Professional,married,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
4326,34,Unskilled,married,Basic,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.1
19537,35,Service,single,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
21157,30,Service,married,Degree,unknown,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
3831,32,Service,married,Mid,no,no,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.2
32791,37,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.2
40947,63,Service,married,Degree,no,yes,yes,1,2,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0.8
29837,33,Service,single,Mid,unknown,yes,no,0,5,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.1
1092,51,Service,married,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
6885,36,Service,married,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
3799,28,Service,single,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
31642,33,Service,married,Mid,no,no,no,0,1,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
32943,32,Unskilled,married,Basic,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.0
5085,51,Unemployed,married,Mid,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
29183,37,Professional,divorced,Degree,no,yes,no,1,2,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.2
710,36,Unskilled,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
41002,45,Student,single,unknown,no,yes,no,1,2,2,failure,-1.1,94.601,-49.5,1.016,4963.6,0,0.1
7822,40,Service,married,Degree,unknown,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0
11546,35,Unskilled,married,Basic,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.3
1732,38,Service,married,Degree,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
33319,41,Unskilled,married,Mid,no,yes,yes,1,2,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.0
19564,29,Service,single,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
2756,36,Service,married,Degree,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
29946,39,Unskilled,married,Basic,no,yes,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
3789,32,Service,single,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
25985,50,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.2
5326,52,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
28150,45,Unskilled,single,Mid,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0,0.1
38078,21,Student,single,Mid,no,unknown,unknown,1,1,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,1,0.9
8171,29,Professional,single,Degree,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
5853,35,Unskilled,married,Mid,no,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
10880,41,Unskilled,married,Basic,no,no,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.1
12110,35,Service,married,Degree,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,0.1
34015,42,Service,married,Mid,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.0
21780,58,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
35910,24,Service,single,Degree,no,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0,0.0
22774,50,Unskilled,married,Basic,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.1
4246,58,Retired,married,Degree,no,no,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
17873,39,Service,divorced,Mid,no,no,no,1,17,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.1
5872,31,Professional,single,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
14494,32,Unskilled,married,Mid,unknown,no,no,0,5,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0
10512,26,Service,single,Degree,no,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
21632,31,Service,married,Degree,no,no,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
38315,35,Service,married,Degree,no,yes,no,1,2,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.3
33988,29,Service,single,Mid,no,no,no,1,4,1,success,-1.8,92.893,-46.2,1.281,5099.1,0,0.4
33822,55,Unskilled,married,Basic,unknown,unknown,unknown,0,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.1
5226,51,Service,married,unknown,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
21907,53,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
1588,29,Service,single,Mid,no,no,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
8288,55,unknown,married,Basic,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
16048,27,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.1
11449,45,Unskilled,married,Mid,unknown,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.0
21756,60,Retired,married,Basic,unknown,yes,yes,1,8,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.1
23819,51,Unskilled,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
4410,44,Unskilled,married,Basic,unknown,no,no,0,10,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
29333,40,Unskilled,married,Basic,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.3
7893,39,Professional,married,Mid,no,unknown,unknown,0,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.1
29004,36,Professional,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
19550,49,Service,married,Mid,unknown,no,yes,1,3,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
1837,45,Unskilled,married,Basic,unknown,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
31361,37,Service,married,Mid,no,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.0
3529,28,Unskilled,single,Mid,no,no,yes,0,4,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
38786,32,Professional,married,Degree,no,yes,no,1,1,3,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.7
33232,44,Unskilled,divorced,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.1
37578,28,Unemployed,married,Degree,no,yes,no,1,3,1,failure,-2.9,92.201,-31.4,0.869,5076.2,1,0.2
25877,37,Professional,divorced,Degree,no,no,no,1,1,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
23458,54,Unskilled,married,Basic,unknown,no,no,0,6,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.1
29743,50,Service,married,Mid,no,no,no,1,2,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
2437,57,Retired,married,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
39035,54,Service,divorced,Degree,no,yes,no,1,1,1,success,-3.0,92.713,-33.0,0.715,5023.5,0,0.9
19484,46,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.2
29567,40,Service,single,Degree,no,yes,no,1,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
33292,32,Service,single,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.0
10299,43,Unskilled,married,Mid,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.0
4148,24,Service,single,Mid,no,yes,no,0,6,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.1
17222,53,Professional,married,Degree,no,yes,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
20467,45,Service,married,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.1
24414,54,Service,married,Mid,no,yes,yes,1,2,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0
26231,39,Professional,married,Degree,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
13819,60,Professional,married,Degree,unknown,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
1434,40,Service,single,Degree,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
32010,43,Service,divorced,Mid,no,yes,yes,1,2,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.1
4404,40,Unskilled,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
40625,34,Unemployed,married,Degree,no,yes,no,0,5,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.1
40426,24,Service,single,Degree,no,no,no,1,1,2,failure,-1.7,94.027,-38.3,0.905,4991.6,1,0.4
30623,46,Service,single,Mid,no,no,yes,1,5,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,0.2
22013,32,Service,single,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.1
13332,37,Professional,divorced,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.4
31013,37,Unskilled,married,Basic,no,no,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0.0
27218,41,Service,married,Degree,no,yes,yes,1,1,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.0
15639,33,Unskilled,married,Basic,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.1
18362,46,Service,divorced,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0
38970,60,Retired,married,Mid,no,no,no,1,1,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,1,0.9
40797,58,Service,married,Mid,no,no,no,1,1,1,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.8
28532,39,Service,single,Degree,no,yes,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0,0.1
22509,35,Service,single,Degree,no,yes,no,1,13,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
21283,42,Service,married,Degree,no,yes,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
38880,72,Retired,married,Degree,no,no,no,1,1,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,0.5
10533,36,Service,married,Degree,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
5304,44,Retired,married,Mid,no,yes,no,0,42,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2
37101,44,Service,divorced,Mid,no,no,yes,1,4,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,0,0.1
33483,34,Unskilled,married,Mid,no,no,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.3
28217,34,Professional,married,Degree,no,yes,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,0.5
14940,37,Unskilled,married,Basic,unknown,yes,no,1,10,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.3
10538,31,Unskilled,married,Degree,no,no,no,0,8,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.3
32903,35,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.2
32961,39,Unskilled,married,Mid,unknown,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.0
31866,37,Unskilled,married,Basic,no,no,no,1,2,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
13924,27,Unskilled,married,Basic,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
17531,40,Unskilled,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
31863,32,Service,married,Degree,no,yes,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.4
39595,29,Service,single,Degree,no,yes,no,1,1,1,failure,-1.8,93.876,-40.0,0.672,5008.7,1,0.3
23454,40,Service,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
19917,58,Service,married,Mid,unknown,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.7
21185,39,Service,married,Mid,unknown,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
23699,32,Professional,married,Mid,no,yes,no,1,9,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.1
36587,53,Unskilled,married,Mid,no,yes,no,1,2,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.4
25412,37,Service,married,Degree,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
20568,32,Service,single,Mid,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
21156,34,Service,single,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
8504,50,Service,married,Degree,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
38402,30,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-3.4,92.431,-26.9,0.737,5017.5,1,0.2
23430,58,Unskilled,married,Mid,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.1
17496,39,Service,single,Degree,no,yes,yes,1,18,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
13974,38,Unskilled,divorced,Mid,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.9
31203,28,Service,single,Degree,no,yes,yes,1,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.5
31998,31,Professional,single,Degree,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
33778,35,Service,divorced,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.0
13756,32,Unskilled,married,Mid,unknown,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.2
32487,28,Service,married,Mid,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.0
3226,34,Unskilled,married,Mid,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
7266,42,Service,single,Degree,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.0
17196,58,Retired,married,Degree,no,yes,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
35616,29,Service,single,Mid,no,yes,no,1,2,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.4
15961,32,Service,married,Basic,unknown,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.5
9048,29,Unskilled,married,Mid,no,no,no,0,13,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.0
6898,36,Unskilled,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.1
14057,31,Unskilled,married,Basic,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
30490,57,Service,single,Degree,no,no,yes,1,3,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,0.3
17208,59,Retired,divorced,Degree,no,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
98,37,Service,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
16694,39,Unskilled,single,Basic,unknown,no,no,0,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
39633,34,Service,married,unknown,no,yes,no,0,3,0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,0,0.3
14467,57,Unskilled,married,Mid,unknown,yes,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0
19458,32,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
29026,36,Service,single,Mid,no,yes,yes,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.1
22961,59,Retired,married,Basic,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
28358,59,Service,married,Mid,no,yes,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,0.2
12618,25,Unskilled,single,Mid,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0666666666667
993,39,Service,single,Basic,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
13734,38,Unskilled,married,Basic,unknown,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.0
326,26,Service,single,Degree,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
25608,48,Professional,married,Degree,unknown,no,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
4918,38,Service,single,Degree,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0
19678,48,Unskilled,married,unknown,unknown,unknown,unknown,1,3,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
33790,33,Unskilled,single,Degree,unknown,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.0
22334,59,Service,married,Basic,unknown,no,no,1,7,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.3
23987,45,Service,married,Degree,no,yes,yes,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
37729,34,Service,single,unknown,no,yes,no,1,2,1,success,-2.9,92.201,-31.4,0.851,5076.2,1,0.85
6282,34,Service,single,Degree,no,no,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
40750,41,Service,married,unknown,no,yes,no,1,1,1,failure,-1.1,94.199,-37.5,0.879,4963.6,0,0.3
32613,27,Service,single,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.1
21549,36,Service,single,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
32171,50,Unskilled,married,Basic,unknown,no,no,1,6,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.0
8592,27,Unskilled,single,Basic,no,yes,yes,0,3,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.1
21286,30,Service,married,Degree,no,no,no,1,7,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.1
9312,36,Service,married,Mid,no,no,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0
7861,49,Unemployed,divorced,Degree,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0
37365,69,Unskilled,married,unknown,no,yes,no,1,3,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.6
18521,44,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.0
37813,42,Retired,divorced,Basic,no,no,no,0,3,0,nonexistent,-2.9,92.201,-31.4,0.834,5076.2,1,0.0
28728,27,Service,single,Mid,no,no,no,1,1,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,0.1
35802,41,Professional,married,Mid,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.4
16649,53,Unskilled,married,Basic,no,yes,no,1,19,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
1411,28,Service,single,Mid,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
21897,31,Service,married,Degree,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
35084,30,Service,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.2
31023,37,Service,married,Mid,no,no,no,1,5,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.0
18671,30,Service,single,Mid,unknown,no,no,0,18,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.1
18301,30,Service,single,Mid,no,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
24633,53,Unskilled,married,Basic,unknown,yes,no,1,4,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0
